"isocode","year","Country","SEX","Sex","AGE","Age","VAR","Variant","TIME","Unit.Code","Unit","PowerCode.Code","PowerCode","Reference.Period.Code","Reference.Period","Value","Flag.Codes","Flags","WN","country","currency","rgdpe","rgdpo","pop","emp","avh","hc","ccon","cda","cgdpe","cgdpo","cn","ck","ctfp","cwtfp","rgdpna","rconna","rdana","rnna","rkna","rtfpna","rwtfpna","labsh","irr","delta","xr","pl_con","pl_da","pl_gdpo","i_cig","i_xm","i_xr","i_outlier","i_irr","cor_exp","statcap","csh_c","csh_i","csh_g","csh_x","csh_m","csh_r","pl_c","pl_i","pl_g","pl_x","pl_m","pl_n","pl_k","LN","LW","y","KY","gy","gKY","gLN","gLW","gWN","gavh","ged","gA","gcap","ghc","gydiff","gcapdiff","gAdiff","gLWdiff","gWNdiff","gavhdiff","geddiff","gydiff_alt_bad","gydiff_alt_good"
"DEU",1960,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1960,"PC","Percentage",0,"Units",NA,NA,66.92113,"","",0.59908532850215,"Germany","Euro",814065.9375,816270.125,73.1963451467333,37.4463844299316,2181.88667177432,2.62843894958496,503420.84375,849682.375,817379.1875,814510.4375,3471944.25,0.227979049086571,0.580538153648376,0.606136083602905,1092342.875,740695.6875,1106514.75,4206044,0.158858880400658,0.489781230688095,0.533609986305237,0.668120920658112,0.100888572633266,0.0346669554710388,2.14742575470433,0.119787804782391,0.103147931396961,0.103511221706867,"extrapolated","extrapolated","market","no","regular",NA,NA,0.492959827184677,0.425116121768951,0.12510572373867,0.132575303316116,-0.143207117915154,-0.0325498878955841,0.121262028813362,0.078955627977848,0.113978855311871,0.105936884880066,0.103110395371914,0.0557029247283936,0.623395025730133,0.511588172262763,0.85394875808735,14923.4619954074,3.85047963992075,0.0756,-6e-04,0.0132,0.0131,0,-0.0106,0.008,0.0653,-3e-04,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1961,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1961,"PC","Percentage",0,"Units",NA,NA,66.55975,"","",0.600385147071847,"Germany","Euro",849275,849441,73.8095398255702,37.8258743286133,2155.25984787803,2.65571403503418,541567.875,880663.125,845037.5625,841107.625,3761843.25,0.238079711794853,0.575504064559937,0.603602409362793,1146960,786760.25,1160844.625,4558495.5,0.172521904110909,0.49766930937767,0.541739165782928,0.668120920658112,0.0930385291576385,0.0348243378102779,2.06221052437573,0.127877905964851,0.113847896456718,0.114379838109016,"extrapolated","extrapolated","market","no","regular",NA,NA,0.512700080871582,0.403153240680695,0.13117453455925,0.131124019622803,-0.143952369689941,-0.0341995656490326,0.128854155540466,0.0914406403899193,0.124062187969685,0.112423487007618,0.108728811144829,0.0619499236345291,0.65153157711029,0.512479476474246,0.853584534816814,15539.454692585,3.97441541117389,0.0705,0.0051,0.0119,0.0115,5e-04,-0.0108,0.0073,0.0599,0.0022,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1962,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1962,"PC","Percentage",0,"Units",NA,NA,66.97044,"","",0.598908405583647,"Germany","Euro",884228.9375,880635.5,74.4569125684734,37.9255409240723,2118.14366911351,2.68327212333679,578404.4375,920446.1875,874601.0625,876752,4054282.75,0.247050195932388,0.573681831359863,0.603192389011383,1201577.125,837008,1222826.875,4910171,0.186417579650879,0.509636342525482,0.55782413482666,0.668120920658112,0.0860658064484596,0.0349624119699001,2.04516747831001,0.132872670888901,0.120636589825153,0.120340630412102,"extrapolated","extrapolated","market","no","regular",NA,NA,0.522329807281494,0.390123724937439,0.137382939457893,0.125911772251129,-0.138701245188713,-0.037046991288662,0.133040904998779,0.099944956600666,0.132233023643494,0.118590712547302,0.120992191135883,0.0663256347179413,0.633078992366791,0.509362255508439,0.850484399216365,16137.8854366945,4.08643847976051,0.0656,0.0094,0.01,0.0094,6e-04,-0.0115,0.0066,0.0565,0.004,0.0051,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1963,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1963,"PC","Percentage",0,"Units",NA,NA,67.88262,"","",0.595654273205886,"Germany","Euro",903244.1875,900761.125,75.1153429203393,37.9751319885254,2087.68419632305,2.71111607551575,596574.25,936430.5625,893563.8125,897972.75,4326043,0.252152621746063,0.568921625614166,0.595770597457886,1234347.5,866456.5,1247711.625,5237584,0.19933108985424,0.513003945350647,0.557726263999939,0.668120920658112,0.081145316362381,0.0349578075110912,2.04516747831001,0.13812530040741,0.125142499804497,0.12452807277441,"extrapolated","extrapolated","market","no","regular",NA,NA,0.520313382148743,0.378470629453659,0.144043326377869,0.132604226469994,-0.141236633062363,-0.0341949388384819,0.138041317462921,0.102352879941463,0.138428628444672,0.119752764701843,0.124581351876259,0.0685061514377594,0.618361949920654,0.505557593324156,0.848743333281538,16432.6947333388,4.24320055737951,0.059,0.0149,0.0073,0.0069,4e-04,-0.0118,0.0059,0.0512,0.0064,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1964,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1964,"PC","Percentage",0,"Units",NA,NA,69.00182,"","",0.591709604074086,"Germany","Euro",970857.0625,967966.9375,75.7576894773504,38.0256118774414,2099.18214300554,2.73924899101257,621883.375,1009426.125,960460.5625,965498.4375,4642466.5,0.256670296192169,0.587052464485168,0.61868417263031,1310811.5,906944,1337949.375,5621085,0.214897513389587,0.525304317474365,0.576678812503815,0.668120920658112,0.0788906663656235,0.0349202416837215,2.04516747831001,0.1418117582798,0.127938851714134,0.12727127969265,"extrapolated","extrapolated","market","no","regular",NA,NA,0.506753742694855,0.401391416788101,0.137352287769318,0.132397264242172,-0.140964061021805,-0.0369306318461895,0.14198300242424,0.105677232146263,0.14117993414402,0.123989716172218,0.129140391945839,0.0713149607181549,0.618284285068512,0.501937323323596,0.848283211676162,17302.6858269206,4.2882481577252,0.0572,0.0159,0.0042,0.0043,-1e-04,-0.0102,0.0057,0.0507,0.0068,-3e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1965,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1965,"PC","Percentage",0,"Units",NA,NA,70.68663,"","",0.585868969350441,"Germany","Euro",1019310.875,1016947.8125,76.3618370215815,38.166316986084,2084.96099842457,2.7676739692688,664208.5625,1072480,1007583.0625,1014993.0625,4970592,0.262716054916382,0.590407907962799,0.625831604003906,1387275.5,965382.8125,1422873.125,6022951,0.231342002749443,0.5398970246315,0.5955770611763,0.668120920658112,0.0758827850222588,0.0349275358021259,2.04516747831001,0.147005766630173,0.133272096514702,0.132299140095711,"extrapolated","extrapolated","market","no","regular",NA,NA,0.514254868030548,0.402240574359894,0.140142261981964,0.131089717149734,-0.148270025849342,-0.03945741802454,0.146837219595909,0.110929079353809,0.147624269127846,0.130143195390701,0.137326717376709,0.0745128244161606,0.600690186023712,0.49980878505185,0.853106771648946,18167.1310448952,4.3415680591202,0.051,0.019,0.0011,0.0024,-0.0013,-0.0098,0.0056,0.046,0.0081,-0.0031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1966,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1966,"PC","Percentage",0,"Units",NA,NA,72.81491,"","",0.578653774723489,"Germany","Euro",1049566.625,1045220.0625,76.9197436556052,38.0806350708008,2058.63675207256,2.79639387130737,686955,1087050.625,1038356.75,1046603.5,5269195,0.264170199632645,0.585698366165161,0.608286380767822,1420045.75,995059,1445521.25,6393866.5,0.246460139751434,0.542837619781494,0.594313561916351,0.668120920658112,0.0747726112604141,0.034809272736311,2.04516747831001,0.152236521244049,0.137506902217865,0.136423408985138,"extrapolated","extrapolated","market","no","regular",NA,NA,0.512795150279999,0.382280021905899,0.143570885062218,0.139243438839912,-0.145444080233574,-0.0324454233050346,0.152475252747536,0.112216450273991,0.151383861899376,0.134104654192924,0.14194093644619,0.0755428075790405,0.5850550532341,0.495069708517234,0.85555427121132,18461.3947279649,4.50257782187651,0.0455,0.0215,-0.0012,0.0015,-0.0028,-0.01,0.0065,0.041,0.0092,-0.0048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1967,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1967,"PC","Percentage",0,"Units",NA,NA,74.88224,"","",0.571813352802434,"Germany","Euro",1044003.625,1037526.6875,77.4304041422431,37.3508644104004,2020.91541821948,2.82541155815125,702544.8125,1055576.25,1033631.625,1041428.0625,5492957,0.260416060686111,0.584765195846558,0.59157133102417,1420045.875,1011276.75,1415186.375,6678765.5,0.256853401660919,0.545383155345917,0.584570050239563,0.668120920658112,0.0731266513466835,0.0343898385763168,2.04516747831001,0.154038026928902,0.139867037534714,0.138819932937622,"extrapolated","extrapolated","market","no","regular",NA,NA,0.523585140705109,0.338987797498703,0.151012375950813,0.148383736610413,-0.140236109495163,-0.0217329803854227,0.154205441474915,0.111666239798069,0.15345761179924,0.136569023132324,0.14400626718998,0.0748385265469551,0.579399704933167,0.482379819970786,0.843596634472877,18339.6417819454,4.70320404261588,0.0394,0.024,-0.0051,-0.0011,-0.0039,-0.0108,0.0075,0.0375,0.0103,-0.0083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1968,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1968,"PC","Percentage",0,"Units",NA,NA,76.40569,"","",0.56687513877812,"Germany","Euro",1104014.75,1098244.875,77.883766109711,37.4849700927734,2008.40887972274,2.8547306060791,732392.0625,1120314.75,1094286,1104703.375,5758372,0.259706526994705,0.597393453121185,0.602099001407623,1496509.75,1050096.25,1494411,7012120.5,0.269600808620453,0.562682509422302,0.604334652423859,0.668120920658112,0.0718320459127426,0.0338424071669579,2.04516747831001,0.156220242381096,0.142518416047096,0.141174480319023,"extrapolated","extrapolated","market","no","regular",NA,NA,0.517105877399445,0.351155519485474,0.145870342850685,0.155707240104675,-0.147093653678894,-0.0227452889084816,0.156626090407372,0.116649597883224,0.154781550168991,0.138335779309273,0.147435337305069,0.0781732127070427,0.579500436782837,0.481293753052083,0.849029565998423,19214.6556946404,4.68564972597071,0.0404,0.0208,-0.0054,-6e-04,-0.0048,-0.0104,0.0085,0.0388,0.0089,-0.0073,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1969,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1969,"PC","Percentage",0,"Units",NA,NA,77.08673,"","",0.564695050837519,"Germany","Euro",1190706.875,1181525.375,78.2687719490463,37.8731880187988,1988.64048016337,2.88435387611389,782793,1222725.75,1181375.75,1190741.75,6079358.5,0.262735307216644,0.626294732093811,0.639118254184723,1605744.25,1125390.25,1624536,7408280,0.286189466714859,0.587677180767059,0.639462947845459,0.668120920658112,0.0709308758378029,0.0335763283073902,2.01619429999829,0.163948655128479,0.149897024035454,0.148717969655991,"extrapolated","extrapolated","market","no","regular",NA,NA,0.514157772064209,0.369461059570312,0.143241718411446,0.155702188611031,-0.156209200620651,-0.0263535622507334,0.163108766078949,0.124894253909588,0.166963398456573,0.147986873984337,0.155739799141884,0.0846276059746742,0.617351233959198,0.483886319865279,0.856898460766764,20515.7716163651,4.61361141414643,0.0401,0.0189,-0.0051,4e-04,-0.0055,-0.0103,0.0094,0.038,0.0081,-0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1970,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1970,"PC","Percentage",0,"Units",NA,NA,77.59135,"","",0.563090488359934,"Germany","Euro",1270119.125,1239788.625,78.578385,38.0957984924316,1973.2090254053,2.91428446769714,833951.75,1321236.75,1264058.75,1253818.25,6464985.5,0.271100670099258,0.641379654407501,0.673989474773407,1682208.125,1203371.375,1747900.375,7845500.5,0.30607533454895,0.598720490932465,0.669090151786804,0.668120920658112,0.0673764944076538,0.0337052792310715,1.8713282865382,0.185875192284584,0.170747756958008,0.172142341732979,"benchmark","extrapolated","market","no","regular",0.772745557915467,NA,0.521938681602478,0.388640850782394,0.143190979957581,0.157440409064293,-0.180514201521873,-0.03069675154984,0.183262079954147,0.144858285784721,0.19540011882782,0.165412202477455,0.158131524920464,0.0995361655950546,0.701333045959473,0.484812693623465,0.860985407577275,21408.0262021165,4.66381084682967,0.0367,0.0193,-0.0054,8e-04,-0.0062,-0.01,0.0104,0.0334,0.0083,-0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1971,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1971,"PC","Percentage",0,"Units",NA,NA,78.06454,"","",0.561594127612381,"Germany","Euro",1317509.5,1279069,78.789939,38.0671005249023,1941.23666489347,2.93968844413757,900372,1378508.25,1313690.25,1296720.5,6672266,0.272605210542679,0.650306403636932,0.687174320220947,1734906.75,1271835.875,1818202.875,8300379.5,0.326807737350464,0.607595086097717,0.684863567352295,0.668120920658112,0.0635147839784622,0.0339507274329662,1.79330182586747,0.203027322888374,0.190292030572891,0.192782327532768,"interpolated","extrapolated","market","no","regular",NA,NA,0.545253694057465,0.368727296590805,0.149091735482216,0.153344586491585,-0.184310853481293,-0.0321064405143261,0.197188764810562,0.166310384869576,0.22437995672226,0.183048278093338,0.170320183038712,0.115956321358681,0.721040546894073,0.483146719086841,0.860312982867076,22019.3945067022,4.78433754436658,0.0355,0.0187,-0.0059,8e-04,-0.0067,-0.0104,0.0102,0.0336,0.008,-0.0061,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1972,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1972,"PC","Percentage",0,"Units",NA,NA,78.21099,"","",0.561132621506676,"Germany","Euro",1383444,1340598.625,78.901818,38.0782508850098,1916.12272871856,2.96531367301941,969251.375,1443406,1378581.75,1360169.375,6640178.5,0.26347804069519,0.671798586845398,0.706823348999023,1809513.625,1338872.125,1895889.5,8749618,0.346550285816193,0.623190343379974,0.702255964279175,0.668120920658112,0.062214270234108,0.0339994728565216,1.63032659569935,0.229231983423233,0.217467442154884,0.220411270856857,"interpolated","extrapolated","market","no","regular",NA,NA,0.561357259750366,0.348599672317505,0.151238858699799,0.152901113033295,-0.183340013027191,-0.0307568907737732,0.221458688378334,0.193418756127357,0.258084356784821,0.209786772727966,0.194511443376541,0.141808390617371,0.818809509277344,0.482602959604933,0.860051512081251,22933.7380413719,4.83534242523319,0.0358,0.017,-0.0054,0.0011,-0.0065,-0.01,0.01,0.0339,0.0073,-0.0054,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEU",1973,"Germany","TT","All persons","D1TTR5T2","Age(-20 & +65) Dependency Ratio (20-64)","VAR1","Baseline",1973,"PC","Percentage",0,"Units",NA,NA,78.09187,"","",0.561507945309351,"Germany","Euro",1454048.125,1415161.375,78.932455,38.3314247131348,1885.56239674668,2.99116253852844,1023111.75,1498070.25,1445706.125,1427985.25,6526419,0.250838875770569,0.697614252567291,0.731449067592621,1895962.75,1387895.75,1958785.875,9179683,0.364406794309616,0.642496645450592,0.713923335075378,0.668120920658112,0.0620853789150715,0.0338986329734325,1.36647868121633,0.289481192827225,0.27556100487709,0.278980642557144,"interpolated","extrapolated","market","no","regular",NA,NA,0.563554406166077,0.332607477903366,0.152917817234993,0.166045323014259,-0.188831314444542,-0.0262936912477016,0.276978045701981,0.245575457811356,0.335559546947479,0.257991135120392,0.241525694727898,0.192467540502548,1.02909624576569,0.485623115524974,0.864855287590686,24020.0656371324,4.8417000808692,0.0387,0.0133,-0.004,0.0019,-0.0059,-0.0101,0.0099,0.0372,0.0057,-0.0042,NA,NA,NA,NA,NA,NA,NA,NA,NA
